id,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement
1785,15.8,8.1,1.9,1.8,3.7,0.093,-1,0.5
1786,6.2,2.7,1.2,0.3,0.2,0.031,-3.1,-0.1
1787,21.9,9.1,5.1,1.6,4.1,0.083,-1.8,0.1
1788,22.1,9.3,2.8,2.6,3.3,0.054,-2.3,-0.2
1789,13.1,5,1.9,0.9,0.4,0.024,-4.9,-0.6
1790,20.9,7.6,3.8,1.9,10,0.122,-0.6,1.4
1791,6.5,2.1,0.8,0.6,0.2,0.03,-5.5,-0.2
1792,6.3,2.4,1.3,0.7,0.5,0.099,-0.6,0.1
1793,10.2,3.7,0.9,2.1,0.1,0.012,-3,-0.1
1794,17.7,6.6,3.4,1.1,3.4,0.078,-2.8,-0.5
1795,11.3,4.8,1.3,1.8,0,-0.008,-9,-0.1
1796,7,2.8,1.8,0.3,-0.1,-0.13,-13,-0.1
1797,8.1,3.1,1,0.9,0.1,0.006,-4.9,-0.3
1798,,,,,,,,
1799,10.4,2.8,1.2,1.1,0.1,0.01,-5.9,-0.2
1800,8.4,1.8,1.4,0.5,1,0.07,-2.5,-0.1
1801,4.7,2.3,2.3,0.5,0,0.043,-9.6,-0.1
1802,,,,,,,,
1803,33.2,20.3,4.7,3.4,5.1,0.051,-0.4,1.9
1804,21.4,11.5,5.8,0.7,0.7,0.042,-5,-0.6
1805,30.9,18.3,6.4,7,8.7,0.107,2.8,4.7
1806,27.3,9.2,4.5,1.3,3.3,0.067,-2.3,-0.2
1807,31,9.2,3,1.9,5.1,0.059,-3.5,-1.6
1808,16.3,6.3,4.6,0.7,6.1,0.184,0,0.8
1809,25.2,6.8,3,4.5,-0.6,-0.013,-4.6,-1.5
1810,14.3,6.7,3,0.8,5.5,0.137,1,1.5
1811,23.8,7.6,5.1,1.7,3.6,0.054,-2.3,-0.2
1812,13.9,6.7,4.4,0.4,2.9,0.127,-1.3,0.2
1813,22.5,9.1,3.6,1.4,4.8,0.077,-0.9,0.8
1814,32.9,14.3,3.6,6.9,10.5,0.114,2.1,4.6
1815,16,6.2,1.4,2.2,0.7,0.028,-3.6,-0.5
1816,12.7,4.2,2.2,0.5,1.5,0.058,-3.7,-0.5
1817,29.8,14.9,5.1,5,1.6,0.023,-2,0
1818,23.5,8.1,7.7,1,7.4,0.109,-2.3,-0.2
1819,21.9,7.8,5,2.2,-1.5,-0.032,-4.2,-1.3
1820,14,4,2.3,1,2.9,0.093,-1.8,0.1
1821,30.3,14.3,5,2.2,7.3,0.075,-0.4,1.9
1822,18.4,7.2,5.1,0.8,3.8,0.075,-3,-0.7
1823,26.4,13.2,2.5,3.2,9.2,0.123,0,1.9
1824,13.2,4.9,2.6,0.3,2.7,0.116,-2.1,0
1825,6.9,1.4,1.2,0.6,0,0.004,-5.8,-0.2
1826,19.9,7.3,3.2,2.1,0.2,0.005,-4,-1.1
1827,21.4,11.4,2.7,2.8,7.5,0.118,0.5,1.9
1828,16.6,6.9,2.1,1.9,5.6,0.118,0.4,1.4
1829,7.9,3,2.6,0,0.8,0.148,-2,0
1830,24.9,8.1,3.9,1.1,3.9,0.056,-3.2,-1
1831,16.1,6,2,2.3,1.8,0.06,-2.2,-0.1
1832,26.3,14,3.8,2.3,10.1,0.129,1.3,3.2
1833,4.5,1,0.5,0.5,0,-0.035,-4.8,0
1834,6.1,2.5,1.5,0.1,0.2,0.066,-6.5,-0.2
1835,5.7,1.9,1.6,0.3,0.3,0.086,-5.2,-0.2
1836,23.2,8.8,2.9,2.9,-0.5,-0.009,-4.8,-1.9
1837,15.9,5.7,3.7,1.2,4.6,0.125,0.2,1
1838,3.9,1,1.1,0.2,0,-0.033,-9.5,-0.1
1839,23,6.2,3.4,1.9,0.6,0.042,-5.3,-0.6
1840,16.3,5.6,2.2,3.3,2.4,0.083,-1.3,0.2
1841,9.2,2.9,1.2,0.5,-0.4,-0.039,-6.4,-0.5
1842,3.5,1.1,1.1,0.2,-0.1,-0.077,-7.7,-0.1
1843,13.4,4.8,1.7,2.6,3.3,0.11,-1,0.3
1844,6.3,2.4,1.4,0.2,1,0.111,-3.5,-0.2
1845,7.1,3.1,0.7,0.4,-0.1,-0.023,-5.9,-0.2
1846,3.9,1.9,1.1,0,0,-0.011,-11.1,-0.1
1847,15.9,7.2,3.1,0.7,1,0.033,-3.6,-0.6
1848,15.5,4.6,2.9,1.1,0.5,0.018,-5.2,-1.1
1849,,,,,,,,
1850,12.1,4.1,1.5,2.3,0.2,0.029,-3.9,-0.2
1851,10.3,3.7,1,0.6,1.1,0.052,-4,-0.5
1852,8,3.3,1,0.8,1.1,0.104,0.1,0.3
1853,,,,,,,,
1854,22,9,4.3,1.2,5.1,0.09,-1.4,0.4
1855,4.7,1.9,0.3,0.7,0.1,0.051,-4.9,-0.1
1856,7.5,2.7,1.2,0.2,0,-0.006,-7.9,-0.4
1857,9.3,3.8,1.4,0.4,-0.1,-0.028,-7.3,-0.3
1858,3.9,2.6,0.1,0.4,0.1,0.177,5.1,0
1859,11.1,4.7,3.3,0.7,0.4,0.048,-5.5,-0.3
1860,7.5,3.2,2.4,0.4,1.9,0.193,1,0.4
1861,13.2,7.4,1.4,1.3,0.3,0.079,0.3,0.1
1862,8.1,3.2,1,0.7,0.5,0.088,-1.9,0
1863,32.6,17.4,5.5,5.6,-0.5,-0.011,-1.6,0.2
1864,31.9,17.3,3.4,2.6,0.7,0.015,-2.9,-0.5
1865,33.8,15,8.3,2.5,5.2,0.107,0.6,1.5
1866,35.4,15.3,7.5,3.5,6.6,0.122,0.9,1.9
1867,27.2,11.8,3.6,4.4,-1.6,-0.06,-5.6,-1.2
1868,31.5,12.5,7.8,6.4,0.4,0.01,-1,0.4
1869,16.9,9.3,3.3,0.9,3,0.123,-1.5,0.1
1870,30.7,15.2,4.5,2.9,4,0.079,-0.7,0.8
1871,27.7,11.5,2.2,4.2,0.1,0.003,-3.8,-0.9
1872,21.7,8.1,2.1,1,2.2,0.08,-3,-0.3
1873,9.8,4.6,1.7,0.8,0,0.001,-7.1,-0.4
1874,19.3,5.8,2.3,1.6,0,0.001,-5,-0.7
1875,28,13.1,4.1,2.1,0.9,0.029,-2.3,-0.1
1876,11.7,4.4,1.5,0.4,1.3,0.101,-2.5,-0.1
1877,23.4,8.2,2.7,1.1,2.3,0.061,-2.3,-0.1
1878,20.7,9.6,5.5,2.6,2.1,0.068,-1,0.4
1879,13.9,5.4,2.4,0.6,1.9,0.104,-1.2,0.2
1880,22.8,10.4,2.9,1.5,0.1,0.002,-4.3,-0.8
1881,3,1,0.5,0.2,0,0.009,-6.6,-0.1
1882,5.5,2.4,1.2,0.1,0,0.013,-4.9,-0.1
1883,18.8,7.2,2.2,2.1,-0.5,-0.031,-5.9,-0.7
1884,15,8.3,4.1,0.3,1.4,0.126,-1.5,0.1
1885,10,2,3.5,0.7,0.5,0.105,-0.9,0.1
1886,18,7.9,2.5,2,0.3,0.01,-3.5,-0.5
1887,17.1,6,2,1,1.4,0.087,-0.3,0.3
1888,19,10.1,2.7,2.8,2.4,0.088,-0.4,0.5
1889,17.6,8.5,2.4,1.2,0.8,0.033,-3.4,-0.4
1890,3,1,1,0,0,0.138,17.1,0
1891,12.2,6.2,5,0.5,1.2,0.152,-2.8,-0.1
1892,11.3,4.1,2.7,0.7,0.3,0.044,-5.7,-0.3
1893,6.2,1.7,1,0.3,-0.2,-0.104,-6.9,-0.1
1894,22.2,7.5,5.6,1,1.5,0.065,-2.2,-0.1
1895,,,,,,,,
1896,,,,,,,,
1897,29.9,9.5,3.8,2.1,4.6,0.096,-0.5,0.9
1898,9.3,2.2,1.1,1,0.2,0.032,-4.5,-0.2
1899,7.9,2,1.3,0.6,0.3,0.058,-3,-0.1
1900,27.4,8.8,2.8,3.3,3,0.069,-2,0
1901,8.6,3.2,2.2,0.4,0.1,0.051,-5.1,-0.1
1902,8.6,3.8,1.1,1.5,0.4,0.057,-1.6,0
1903,7.1,2.1,0.5,0.3,0.1,0.035,-3.9,-0.1
1904,20.2,6.4,3,1.1,0.7,0.085,-1.5,0
1905,13.3,4.7,2.8,0.7,0.4,0.029,-4.7,-0.4
1906,20.6,5.9,3.6,0.6,0.6,0.031,-3.8,-0.5
1907,,,,,,,,
1908,10.9,3.2,1.9,1.5,0.4,0.03,-3.1,-0.2
1909,1,0,0,0,0,-0.495,-27.7,0
1910,3,0.5,0.4,0.4,-0.2,-0.297,-16.3,-0.1
1911,,,,,,,,
1912,,,,,,,,
1913,14.9,6.7,2.2,1,0.4,0.026,-3.3,-0.3
1914,12.2,5.8,3.1,0.6,0.8,0.093,-2.5,-0.1
1915,7.3,3,2.7,0.3,0.8,0.22,1.9,0.2
1916,9.9,3.8,2,0.5,1.1,0.135,-0.3,0.2
1917,24.2,8.3,3.6,1.4,1.2,0.048,-4.3,-0.7
1918,3.5,0.5,0,0.5,0,0.164,6,0
1919,,,,,,,,
1920,13.5,2.2,4.1,0.5,1.5,0.128,-1.7,0
1921,,,,,,,,
1922,16.5,6.6,1.6,0.9,-0.1,-0.024,-7,-0.3
